"id","mjd","mag","magerr","limiting_mag","filter","instrument_name","flux","fluxerr"
705470487,60831.213391200174,17.396296501467997,0.01846329508274285,20.072409263819907,ztfg,ZTF,399.46745197670504,6.79307313275084
705470374,60831.213391200174,,,19.82859992980957,ztfg,ZTF,,42.51674692861929
705470375,60831.26984950015,,,19.888399124145508,ztfr,ZTF,,40.23836727590103
706444630,60831.324152,16.722,0.034,18.85,atlaso,ATLAS,743.3613896551769,23.278478821571944
706444631,60831.327439,16.659,0.041,18.59,atlaso,ATLAS,787.7710195856797,29.74812082480759
706444632,60831.332636,16.618,0.028,18.99,atlaso,ATLAS,818.0879579457477,21.097631931306772
706444633,60831.343814,16.685,0.039,18.86,atlaso,ATLAS,769.1304402866099,27.627417267401565
705470488,60833.22672449984,17.410915385305056,0.019244267697542457,20.042047700572766,ztfg,ZTF,394.1248748748737,6.985715835129707
705470376,60833.22672449984,,,19.782400131225586,ztfg,ZTF,,44.36494500581804
705470377,60833.235046300106,,,20.0221004486084,ztfr,ZTF,,35.57622151311116
706444634,60833.317754,16.765,0.031000000000000003,19,atlaso,ATLAS,714.496326075512,20.40033850881404
706444635,60833.320919,16.71,0.031999999999999994,19.01,atlaso,ATLAS,751.6228940182045,22.152648592887825
706444636,60833.326406,16.681,0.029,18.92,atlaso,ATLAS,771.9692476102496,20.619288628847407
706444637,60833.337764,16.648,0.034,18.9,atlaso,ATLAS,795.7927898970919,24.92037636575694
706444638,60834.310433,16.691,0.024,18.97,atlaso,ATLAS,764.8917910070717,16.907792982973447
706444639,60834.313642,16.703,0.03,18.92,atlaso,ATLAS,756.484440833282,20.90243755853582
706444640,60834.320564,16.751,0.033,18.91,atlaso,ATLAS,723.7690370745273,21.998325301107695
706444641,60834.330735,16.658,0.031000000000000003,18.97,atlaso,ATLAS,788.4969177453754,22.51320748353595
705470489,60835.2033218001,17.524426895374283,0.02235505927525907,19.992873120082386,ztfg,ZTF,355.0007265176723,7.309383484941929
705470378,60835.2033218001,,,19.65920066833496,ztfg,ZTF,,49.69580531243175
705470379,60835.247256900184,,,19.849599838256836,ztfr,ZTF,,41.70230542451732
706444642,60835.310287,16.746,0.028,18.96,atlaso,ATLAS,727.1098031596613,18.75140056972304
706444643,60835.313509,16.733,0.026000000000000002,18.98,atlaso,ATLAS,735.868139651044,17.62174969120545
706444644,60835.318713,16.69,0.029,18.95,atlaso,ATLAS,765.5966069112545,20.449075478119855
706444645,60835.33037,16.839,0.029,18.92,atlaso,ATLAS,667.4212038584772,17.82681173113097
706444646,60836.309648,16.777,0.06,18.26,atlaso,ATLAS,706.6429004252064,39.05052980613976
706444647,60836.312481,16.827,0.09699999999999999,17.59,atlaso,ATLAS,674.8387308707553,60.29029575286725
706444648,60836.317604,,,16.67,atlaso,ATLAS,,779.830110523257
706444649,60836.331479,16.662,0.10399999999999998,17.31,atlaso,ATLAS,785.5973322609896,75.25043578457787
705470380,60837.2035416998,,,19.639400482177734,ztfg,ZTF,,50.61040435304847
706444650,60837.311744,16.379,0.198,16.7,atlaso,ATLAS,1019.5299775626004,185.9263186331389
706444651,60837.31537,16.749,0.081,18,atlaso,ATLAS,725.1034976171987,54.09544514551507
706444652,60837.322877,16.752,0.057,18.41,atlaso,ATLAS,723.1027280500616,37.96212682069991
706444653,60837.333982,16.412,0.215,16.43,atlaso,ATLAS,989.0084450210658,195.84574480216256
706444654,60838.34615,16.741,0.028,18.96,atlaso,ATLAS,730.4659895204111,18.83795310217905
706444655,60838.348891,16.738,0.031,19.02,atlaso,ATLAS,732.4871326650396,20.914013010807455
706444656,60838.354379,16.75,0.03,18.98,atlaso,ATLAS,724.4359600749891,20.01690530997
706444657,60838.364832,16.709,0.031,18.94,atlaso,ATLAS,752.3154831868716,21.480153168502323
706444658,60839.312234,16.742,0.036,18.68,atlaso,ATLAS,729.7935152144471,24.197928034989737
706444659,60839.315471,16.812,0.04,18.76,atlaso,ATLAS,684.2266727659498,25.207842191036665
706444660,60839.321072,16.765,0.036,18.74,atlaso,ATLAS,714.496326075512,23.690715687655015
706444661,60839.346911,16.812,0.067,18.16,atlaso,ATLAS,684.2266727659498,42.22313566998641
705560053,60840.199282399844,17.68799974189795,0.048301998525857925,19.319972780156323,ztfg,ZTF,305.35153198242216,13.58441321478184
705470470,60840.199282399844,17.687994424865654,0.04830222576856613,19.319962355156186,ztfg,ZTF,305.35302734374994,13.584543649954695
705560055,60840.199282399844,17.617482591037763,0.013580933286226787,20.627044340553084,ztfg,ZTF,325.84192558996597,4.07579431716456
705560054,60840.26407410018,17.69047215961654,0.06491123884916304,19.001558204103,ztfg,ZTF,304.6569824218756,18.214057951081294
706444662,60840.293645,16.804,0.021,19.64,atlaso,ATLAS,689.2868607318447,13.331989862669595
706444663,60840.297347,16.818,0.019,19.63,atlaso,ATLAS,680.4559249946362,11.907738286924143
706444664,60840.304862,16.819,0.018,19.56,atlaso,ATLAS,679.8294904549554,11.270629803595092
706444665,60840.316818,16.836,0.021,19.46,atlaso,ATLAS,669.2679069358428,12.944788968130306
706444666,60841.297209,16.813,0.027000000000000003,19.27,atlaso,ATLAS,683.5967668381046,16.99962902935574
705821682,60841.2994109001,17.186954663665027,0.3016394052864808,19.459314156816042,sdssr,SEDM,484.41561553299863,134.58042344034138
705822923,60841.2994109001,16.897491557337133,0.030923948713584316,19.013639985590732,sdssr,SEDM,632.4167690171613,18.012500315446413
706444667,60841.29995,16.861,0.028,19.2,atlaso,ATLAS,654.0335094488942,16.86683946276677
706444668,60841.306483,17.345,0.057,19.1,atlaso,ATLAS,418.79356511791826,21.986218297877578
706444669,60841.321351,16.732,0.03300000000000001,18.94,atlaso,ATLAS,736.5462114702309,22.386676314190247
706089201,60842.19821760012,16.860641988473045,0.045463245362043374,18.55837669180433,ztfr,ZTF,654.2492065429695,27.39550553314319
706128277,60842.19821760012,16.86059965060449,0.045462999492883675,18.558340225706875,ztfr,ZTF,654.2747192382811,27.39642566820637
706128278,60842.227511600126,17.72955134019754,0.0547882728278637,19.224718104938383,ztfg,ZTF,293.8863830566406,14.830054726680354
